slug,name_zh,name_en,desc_zh,desc_en,category,category_zh,category_en,url,detail_url,tags,monthly_visits
"omma","Omma","Omma","Omma 是 Spline 推出的自然语言建站工具，官方称几秒内即可搭建网站、应用、3D 场景、游戏与演示，可接入 CSV、JSON 等真实数据，并让多个 Agent 并行生成。","","design","艺术与创意设计","Art & Creative Design","https://omma.build","https://topxai.cn/ai/omma","自然语言建站 / 3D场景 / AI编程",""
"open-design","Open Design","Open Design","OpenDesign 是开源、本地优先的 vibe design 工作区，官方称把已有的编程 Agent 接成设计引擎，从想法直出原型、落地页、看板、幻灯片与 HTML 视频。","","design","艺术与创意设计","Art & Creative Design","https://open-design.ai","https://topxai.cn/ai/open-design","开源设计 / 本地优先 / AI编程",""
"pagepop","PagePop","PagePop","PagePop 是面向电商、自媒体、设计、营销等行业的 AI 助手平台，官方称以对话生成图片、视频、社媒图文与 PPT，并按行业提供电商美工、海报设计、短剧导演等细分助手。","","design","艺术与创意设计","Art & Creative Design","https://www.pagepop.cn","https://topxai.cn/ai/pagepop","AI设计 / 电商素材 / AI办公",""
"photoroom","Photoroom","Photoroom","面向电商的 AI 修图与商品图工作台，可自动抠图、换背景、生成场景图与营销素材，官网定位为「让商品一眼就卖出去」的全套 AI 视觉方案。","AI photo editing and product-shot workbench for e-commerce — automatic cutout, background replacement, scene generation and marketing assets.","design","艺术与创意设计","Art & Creative Design","https://www.photoroom.com/","https://topxai.cn/ai/photoroom","商品图 / AI抠图 / 电商视觉","20144165"
"piktochart","Piktochart","Piktochart","老牌信息图与可视化设计平台，官网称服务 3400 万用户，提供 Pikto AI Studio，可把数据快速变成信息图、演示、报告、电子书与视频，无需设计基础。","Veteran infographic and visual design platform used by 34M people, with Pikto AI Studio turning data into infographics, presentations, reports and video.","design","艺术与创意设计","Art & Creative Design","https://piktochart.com/","https://topxai.cn/ai/piktochart","信息图 / AI演示 / 报告设计","685346"
"pixlr","Pixlr","Pixlr","免费在线 AI 修图与生图工具，集修图、AI 生图/生视频、换脸、去背景与拼图于一体，官网称接入 Flux 等主流图像模型，浏览器打开即用、无需安装。","Free online photo editor and image generator in one browser tab — retouching, AI image and video generation, face swap, background removal and collage, powered by models like Flux.","design","艺术与创意设计","Art & Creative Design","https://pixlr.com/","https://topxai.cn/ai/pixlr","在线修图 / AI生图 / 图片编辑","10057983"
"pixso","Pixso","Pixso","国产 AI 协同设计工具，集白板、原型、UI 与交付于一体，官网称支持 AI 一键生成 UI 设计稿与 React/Vue 代码，打通设计到开发全链路，可导入 Figma 文件。","Collaborative design tool combining whiteboard, prototyping, UI design and developer handoff, with AI generating UI screens and React or Vue code. Opens Figma files.","design","艺术与创意设计","Art & Creative Design","https://pixso.cn/","https://topxai.cn/ai/pixso","UI设计 / 设计转代码 / 国产Figma替代","364122"
"quiver","QuiverAI","QuiverAI","QuiverAI 是专注矢量设计的生成模型平台，官方称 Arrow 2 模型可生成、编辑与动画化矢量图形，支持文字与图片转 SVG，覆盖 logo、插画与图标。","","design","艺术与创意设计","Art & Creative Design","https://quiver.ai","https://topxai.cn/ai/quiver","矢量设计 / SVG生成 / 设计API",""
"remove-bg","Remove.bg","Remove.bg","最知名的一键去背景工具，上传图片即可全自动抠图、约 5 秒出图，提供批量编辑、API 与插件；官网公告抠图功能将并入 Canva 可画，独立站点 2026 年 12 月起停用。","The best-known one-click background remover: upload an image and get a clean cutout in about five seconds, with batch editing, an API and plugins. Folding into Canva; the standalone site retires in December 2026.","design","艺术与创意设计","Art & Creative Design","https://www.remove.bg/","https://topxai.cn/ai/remove-bg","一键抠图 / 去背景 / 电商作图","59339493"
"swishy","Swishy","Swishy","Swishy 是 AI 动效设计与动画平台，官方称无需 After Effects 即可制作专业动效、动态字体与视频动画，可导出 MP4、MOV 与 GIF。","","design","艺术与创意设计","Art & Creative Design","https://www.swishy.ai","https://topxai.cn/ai/swishy","动效设计 / AI动画 / 动态字体",""
"tavafa","Tavafa塔维法","Tavafa塔维法","Tavafa（塔维法）是主打「先用 AI 画，再用 PS 修」的在线创意设计平台，官方称在无限画布上用自然语言生成初稿，再切换专业图层面板做像素级精修，保留图层、蒙版与混合模式。","","design","艺术与创意设计","Art & Creative Design","https://www.tavafa.com","https://topxai.cn/ai/tavafa","AI绘图 / 在线设计 / 图层编辑",""
"tu-guaishou","图怪兽","Tuguaishou","国产在线做图与微信编辑器，官网称提供 175 万套在线模板，覆盖海报、公众号首图、邀请函、小红书封面等场景，支持 AI 生成与多人协作。","Chinese online graphics tool and WeChat editor with 1.75M templates covering posters, article headers, invitations and social covers, plus AI generation and multiplayer collaboration.","design","艺术与创意设计","Art & Creative Design","https://www.818ps.com/","https://topxai.cn/ai/tu-guaishou","在线做图 / 海报模板 / 微信编辑器","145035"
"uizard","Uizard","Uizard","面向产品团队的 AI UI 设计工具，可用自然语言与截图生成 App、网页与桌面软件的界面原型，官网称会像用幻灯片一样简单，适合快速验证产品构想。","AI UI design tool for product teams that generates web, mobile and desktop interfaces from natural language or a screenshot — as easy as making slides, for rapid concept validation.","design","艺术与创意设计","Art & Creative Design","https://uizard.io/","https://topxai.cn/ai/uizard","UI设计 / 原型设计 / AI设计助手","377330"
"visme","Visme","Visme","集演示文稿、交互式信息图、设计与视频于一体的可视化内容平台，内置 AI 设计助手，官网主打零设计基础也能产出专业内容与品牌化素材。","Visual content platform uniting presentations, interactive infographics, design and video, with a built-in AI design assistant so non-designers can ship professional, on-brand material.","design","艺术与创意设计","Art & Creative Design","https://visme.co/","https://topxai.cn/ai/visme","演示文稿 / 信息图 / 可视化设计","945140"
"ace-studio","ACE Studio","ACE Studio","面向音乐制作人的 AI 音乐工作站，提供歌声合成、声音克隆、AI 乐器与音轨分离，官方称可精确控制音高节奏与情感，并通过插件接入主流宿主。","AI music workstation for producers offering singing voice synthesis, voice cloning, AI instruments and stem separation, with precise control over pitch, timing and emotion through a DAW plugin.","music","音乐与音频","Music & Audio","https://acestudio.cn/","https://topxai.cn/ai/ace-studio","歌声合成 / AI编曲 / 音乐制作","25520"
"aiva","AIVA","AIVA","AI 音乐生成助手，官网主打「几秒钟生成 AI 歌曲」，长期以古典与影视配乐见长，可注册免费账号试用，适合需要管弦与情绪化配乐的创作者。","AI music composer known for classical and cinematic scores — generate a track in seconds from a free account, aimed at creators who need orchestral, emotive backing music.","music","音乐与音频","Music & Audio","https://www.aiva.ai/","https://topxai.cn/ai/aiva","古典配乐 / AI作曲 / 影视配乐","150226"
"beatoven","Beatoven.ai","Beatoven.ai","免版税的 AI 背景音乐生成工具，面向视频、播客与游戏场景，可按需求生成并自定义曲目，官网称已有 200 万+ 创作者生成超过 1500 万首曲目。","Royalty-free AI background music generator for video, podcasts and games. More than 2M creators have generated over 15M tracks.","music","音乐与音频","Music & Audio","https://beatoven.ai/","https://topxai.cn/ai/beatoven","AI背景音乐 / 免版税 / 播客配乐","186428"
"boomy","Boomy","Boomy","生成式 AI 音乐工具，官网主打「没做过音乐也能创作原创歌曲」，可一键生成歌曲并分享、通过平台发行获取收益，适合零基础用户体验 AI 作曲。","Generative music tool for people who have never made music — create an original song in one click, share it, and release it through the platform to earn royalties.","music","音乐与音频","Music & Audio","https://boomy.com/","https://topxai.cn/ai/boomy","AI作曲 / 一键出歌 / 音乐发行","71085"
"chordmate","和弦派","Chordmate","以功能谱为核心的一站式移动音乐工作站，集成 AI 作曲、AI 编曲与 AI 演唱，输入和弦即可生成编曲、输入简谱即可生成歌声，并支持导出对接专业宿主。","Mobile music workstation built around chord charts, combining AI composition, arrangement and singing: enter chords to get an arrangement, enter notation to get vocals, then export to a DAW.","music","音乐与音频","Music & Audio","https://chordmate.lazycomposer.com/","https://topxai.cn/ai/chordmate","AI编曲 / 和弦编配 / 移动音乐工作站",""
"flow-music","Flow Music","Flow Music","以 Google Flow Music 为名的生成式 AI 音乐平台，官方称可创作、混音与分享录音棚级歌曲，支持生成音乐视频并用对话方式做乐器，首屏需登录后使用。","","music","音乐与音频","Music & Audio","https://www.flowmusic.app","https://topxai.cn/ai/flow-music","AI音乐 / 音乐视频 / AI乐器",""
"haimian-music","海绵音乐","Haimian Music","字节跳动旗下的 AI 音乐创作产品，输入一句灵感或歌词即可生成含人声的完整歌曲，支持纯音乐、参考音乐改编与曲风心情音色选择。","ByteDance's AI music product — type a line of inspiration or lyrics and get a finished song with vocals, with options for instrumentals, reference-based remixing, and genre, mood and timbre selection.","music","音乐与音频","Music & Audio","https://www.haimian.com/","https://topxai.cn/ai/haimian-music","AI音乐 / 一句话成曲 / 视频配乐",""
"kits-ai","Kits AI","Kits AI","面向制作人的录音棚级 AI 音频工具，可用 AI 人声生成器克隆音色、以任意风格演唱与演奏乐器，并提供桌面端与面向音乐工作流的工具集。","Studio-grade AI audio tools for producers: clone voices with an AI vocal generator, sing or play instruments in any style, with a desktop app and a suite built for music workflows.","music","音乐与音频","Music & Audio","https://kits.ai/","https://topxai.cn/ai/kits-ai","AI人声 / 声音克隆 / 音乐制作","853876"
"lalal-ai","LALAL.AI","LALAL.AI","专业级 AI 人声与乐器分离工具，上传音频或视频即可在数秒内提取出高质量的人声、伴奏与各类乐器音轨，适合翻唱、Remix 与素材再利用。","Professional AI stem separation: upload audio or video and extract high-quality vocals, instrumentals and individual instruments in seconds — useful for covers, remixes and sample reuse.","music","音乐与音频","Music & Audio","https://www.lalal.ai/","https://topxai.cn/ai/lalal-ai","人声消除 / 音轨分离 / 伴奏提取","2432295"
"loudly","Loudly","Loudly","面向创作者、艺人与品牌的 AI 音乐平台，可生成、重混、母带处理与分轨，产出免版税的音乐与采样，官网强调其音频引擎的版权安全性。","AI music platform for creators, artists and brands to generate, remix, master and split tracks, producing royalty-free music and samples on a copyright-safe audio engine.","music","音乐与音频","Music & Audio","https://loudly.com/","https://topxai.cn/ai/loudly","AI配乐 / 免版税音乐 / 分轨导出","308503"
"miaoxiang","妙响","妙响","抖音音乐的一站式 AI 音乐创作与发行工具，官方称支持 AI 写歌、作词、作曲、编曲并一键生成原创音乐；入口在抖音音乐人后台，需登录后使用。","","music","音乐与音频","Music & Audio","https://music.douyin.com/studio","https://topxai.cn/ai/miaoxiang","AI写歌 / 音乐创作 / 抖音",""
"mubert","Mubert","Mubert","AI 音乐生成与流媒体平台，可从文字提示生成面向视频、播客与应用的免版税音乐，官网近期还推出了面向播客的编辑工具，适合需要长时间背景音的场景。","AI music generation and streaming platform that turns text prompts into royalty-free music for video, podcasts and apps, with an editor for podcasters and support for long ambient sessions.","music","音乐与音频","Music & Audio","https://www.mubert.com/","https://topxai.cn/ai/mubert","AI配乐 / 免版税 / 直播音乐","265245"
"mureka","Mureka","Mureka","AI 音乐生成平台，可从文字提示生成完整歌曲、人声、歌词与伴奏，官网提供 Studio、工具库与创作奖励活动，支持多语言界面与视频创作。","AI music platform that generates complete songs with vocals, lyrics and backing from a text prompt, offering a studio, tool library and creator rewards with a multilingual interface.","music","音乐与音频","Music & Audio","https://www.mureka.ai/","https://topxai.cn/ai/mureka","AI音乐生成 / AI作词 / 人声生成","3171912"
"musicfy","Musicfy","Musicfy","AI 人声歌曲生成工具，官网称可用 10 万+ 音色或克隆自己的声音来制作 AI 翻唱与原创歌曲，并提供 API，是 AI 翻唱二创圈的常用工具之一。","AI vocal song maker: produce covers and original tracks using 100k+ voices or a clone of your own, and call it through an API. A staple of the AI cover community.","music","音乐与音频","Music & Audio","https://musicfy.lol/","https://topxai.cn/ai/musicfy","AI翻唱 / 人声克隆 / AI歌曲","301714"
"musicgpt","MusicGPT","MusicGPT","AI 音乐生成与编辑工具，可生成原创歌曲、节拍、伴奏与音效，并支持分轨提取、换声与音频增强，界面提供中文，适合中文创作者快速上手。","AI music generation and editing — create original songs, beats, backing tracks and sound effects, with stem extraction, voice swapping and audio enhancement. Chinese interface available.","music","音乐与音频","Music & Audio","https://musicgpt.com/","https://topxai.cn/ai/musicgpt","AI歌曲生成 / 分轨提取 / 音效生成","652729"
"nafy","Nafy AI","Nafy AI","在线 AI 音乐生成器，官方称可把文字描述立刻变成免版税成品音乐，提供文字转音乐、歌词成曲、AI 翻唱、音乐扩展、音乐编辑器与人声分离等工具。","","music","音乐与音频","Music & Audio","https://nafy.ai","https://topxai.cn/ai/nafy","AI音乐 / 免版税 / 人声分离",""
"netease-tianyin","网易天音","NetEase Tianyin","网易云音乐旗下的 AI 音乐创作工具，主打宝藏词人、乐评灵感、原声演唱与一键发行，官方称可打通作词、作曲、演唱与发行环节，面向音乐创作爱好者与内容创作者。","NetEase Cloud Music's AI songwriting tool, covering lyrics inspiration, arrangement, performance and one-click release for hobbyists and content creators.","music","音乐与音频","Music & Audio","https://tianyin.163.com/","https://topxai.cn/ai/netease-tianyin","AI写歌 / 音乐创作 / 一键发行","4154"
"riffusion","Riffusion","Riffusion","起源于开源项目的 AI 音乐生成工具，以扩散模型生成器乐片段与循环见长，据公开报道其已被 Google 收购，官网现跳转至 Google Flow Music。","Started as an open-source project and known for generating instrumental loops with diffusion models. Reportedly acquired by Google; the site now redirects to Google Flow Music.","music","音乐与音频","Music & Audio","https://www.riffusion.com/","https://topxai.cn/ai/riffusion","AI音乐生成 / 开源模型 / 音频循环","3762"
"skymusic","天工AI音乐","SkyMusic","昆仑万维基于天工大模型打造的 AI 音乐生成产品，官方称可实现乐器、人声与旋律端到端生成，支持歌词段落控制、多种曲风与方言演唱。","Kunlun Tech's AI music product built on the Tiangong model, generating instruments, vocals and melody end to end, with lyric section control and support for multiple genres and dialects.","music","音乐与音频","Music & Audio","https://music.tiangong.cn/","https://topxai.cn/ai/skymusic","AI音乐 / 歌曲生成 / 作词作曲",""
"soundbug","音虫","SoundBug","上海音虫推出的国产编曲录音软件，内置 600 多个虚拟乐器与经典乐段，支持 AI 编曲与 VST、VST3 插件，官方称是上海市教委空中课堂指定教学软件。","Chinese arrangement and recording software with 600+ virtual instruments and classic riffs, AI arrangement, and VST and VST3 plugin support.","music","音乐与音频","Music & Audio","https://www.soundbug.com/","https://topxai.cn/ai/soundbug","编曲软件 / 录音软件 / 音乐教育",""
"soundful","Soundful","Soundful","面向品牌与创作者的 AI 音乐平台，官网主打由制作人参与、由合规训练的 AI 辅助生成原创音乐，可规模化产出并授权商用，适合企业与内容团队。","AI music platform for brands and creators, with producer-involved, compliance-trained generation of original music that can be licensed commercially at scale.","music","音乐与音频","Music & Audio","https://soundful.com/","https://topxai.cn/ai/soundful","AI品牌音乐 / 免版税 / 商用授权","45217"
"soundraw","SOUNDRAW","SOUNDRAW","AI 音乐生成工具，几秒钟生成免版税节拍并可逐件调整乐器、下载分轨，官网强调不使用抓取歌曲、版权清晰，适合创作者与商用项目。","AI music generator that produces royalty-free beats in seconds, lets you adjust instruments track by track and download stems, with clearly sourced copyright for commercial work.","music","音乐与音频","Music & Audio","https://soundraw.io/","https://topxai.cn/ai/soundraw","AI配乐 / 免版税 / 分轨下载","246642"
"stable-audio","Stable Audio","Stable Audio","面向音乐与声音创作的音频工具箱，官网强调模型与应用可定制且商用安全，支持全混音与多轨输出，可按指定时长生成音乐与音效素材。","Audio toolbox for music and sound design with customisable, commercially safe models and apps, supporting full mixes, multi-track output and generation at a specified duration.","music","音乐与音频","Music & Audio","https://stableaudio.com/","https://topxai.cn/ai/stable-audio","AI音乐生成 / 音效生成 / 商用安全","143781"
"suno","Suno","Suno","AI 音乐生成平台，用一句提示词即可生成带人声与伴奏的完整歌曲，每天免费额度 10 首，支持分轨导出到 DAW 与付费商用授权，并提供专业编辑工具与社区分享。","AI music platform that turns one prompt into a complete song with vocals and backing. Ten free songs a day, stem export to your DAW, paid commercial licensing, and pro editing tools.","music","音乐与音频","Music & Audio","https://suno.com/","https://topxai.cn/ai/suno","音乐 / 作曲 / 文生音乐","72720000"
"tme-studio","TME Studio","TME Studio","腾讯音乐天琴实验室的音乐生产技术平台，提供音乐分离、MIR 音乐信息计算、未音 AI 作歌与智能吉他曲谱，覆盖从素材处理到 AI 创作与发行。","Tencent Music's music production platform, offering source separation, music information retrieval, AI songwriting and smart guitar tablature — from raw material to creation and release.","music","音乐与音频","Music & Audio","https://y.qq.com/tme_studio/index.html","https://topxai.cn/ai/tme-studio","音乐分离 / AI作歌 / 吉他曲谱","2413043"
"udio","Udio","Udio","AI 音乐生成平台，用一句话描述即可生成任意风格与情绪的完整歌曲，支持续写、局部编辑、混音与上传素材，还能发现并分享社区作品。","AI music platform that generates complete songs in any style or mood from a single description, with extension, local editing, mixing, uploads and a community of shared tracks.","music","音乐与音频","Music & Audio","https://udio.com/","https://topxai.cn/ai/udio","音乐 / 创作 / AI作曲","1160000"
"x-studio","X Studio","X Studio","网易云音乐与小冰合作推出的 AI 歌声合成软件，输入曲谱即可在几秒内生成演唱，提供音高、力度与咬字等多维参数调节，并有洛天依等虚拟歌手声线。","AI singing synthesis software from NetEase Cloud Music and Xiaoice: feed in notation and get a performance in seconds, with control over pitch, dynamics and diction using virtual singer voices.","music","音乐与音频","Music & Audio","https://xstudio.music.163.com/","https://topxai.cn/ai/x-studio","AI歌手 / 歌声合成 / 虚拟歌手",""
"yinshu","音述AI","音述AI","AI 音乐创作与分享社区，官方称用一句话描述故事、情绪或风格即可生成含歌词、作曲与演唱的完整歌曲，并提供分轨下载、反推提示词与歌词视频等创作工具。","","music","音乐与音频","Music & Audio","https://www.yinshu.me","https://topxai.cn/ai/yinshu","AI音乐 / 歌曲生成 / 音乐社区",""
"audimind","万象有声","万象有声","万象有声是面向有声创作者的一站式 AI 创作平台，官方称覆盖智能拆章、智能画本、AI 配音、智能对轨与智能审听等全流程，由原懒人听书核心团队打造。","","voice","语音生成与转换","Voice & Speech","https://www.audimind.com","https://topxai.cn/ai/audimind","AI配音 / 有声书 / 智能审听",""
"bageshuo","网易叭哥说","网易叭哥说","网易叭哥说是网易推出的桌面端 AI 语音输入工具，支持语音转文字、智能润色、自动去除口头语、自定义热词与语音翻译，官方定位为比打字快 5 倍。","","voice","语音生成与转换","Voice & Speech","https://bug.youdao.com","https://topxai.cn/ai/bageshuo","语音输入 / 语音转文字 / AI润色",""
"databaker","标贝科技","DataBaker","标贝科技是AI数据基础设施服务商，围绕语音、视觉、文本与大模型场景，提供数据采集、标注到数据集交付的全流程服务，并具备ASR、TTS与音色克隆等语音模型能力。","AI data infrastructure provider covering collection, annotation and dataset delivery for speech, vision, text and large-model use cases, alongside ASR, TTS and voice-cloning models.","voice","语音生成与转换","Voice & Speech","https://www.data-baker.com/","https://topxai.cn/ai/databaker","数据标注 / 语音数据 / 大模型语料","13400"
"doubao-yuyin","豆包语音","Doubao Voice","火山引擎的语音大模型产品线，覆盖语音合成、声音复刻、语音识别、实时语音与音频生成等能力，官方称提供 400+ 音色、30+ 语种，面向企业支持 API 与 SDK 接入。","ByteDance's Volcano Engine speech model line covering synthesis, voice cloning, recognition, real-time speech and audio generation — 400+ voices and 30+ languages, with API and SDK access.","voice","语音生成与转换","Voice & Speech","https://www.volcengine.com/product/voice-tech","https://topxai.cn/ai/doubao-yuyin","语音合成 / TTS / 声音复刻","7570000"
"douge-peiyin","逗哥配音","Douge Dub","面向短视频解说的 AI 配音平台，官方称提供多角色、多赛道路线的热门声音，支持声音克隆、文案提取、自动对轴与人声分离，并内置声音转换、音效变声等创作工具。","AI dubbing platform for short-video narration, offering character voices across popular styles, voice cloning, script extraction, auto alignment and vocal separation, plus voice conversion and effects.","voice","语音生成与转换","Voice & Speech","https://www.douge.com/","https://topxai.cn/ai/douge-peiyin","AI配音 / 短视频 / 声音克隆","80550"
"fish-audio","Fish Audio","Fish Audio","AI 语音平台，提供录音棚级文字转语音与语音克隆，官网称拥有 200 万+ 音色、覆盖 8 种语言，主打可实时、带情感控制的语音模型。","AI voice platform with studio-grade text-to-speech and voice cloning. Two million voices across eight languages, built around real-time models with emotional control.","voice","语音生成与转换","Voice & Speech","https://fish.audio/","https://topxai.cn/ai/fish-audio","文字转语音 / 语音克隆 / 情感控制","8023311"
"freetts","FreeTTS","FreeTTS","浏览器里的免费音频工具集，除文字转语音外还提供语音转文字、人声分离、语音增强与在线音频编辑，适合不想装软件、偶尔处理音频的用户。","Free browser-based audio toolkit: text-to-speech plus speech-to-text, vocal separation, voice enhancement and online audio editing — no software installation needed.","voice","语音生成与转换","Voice & Speech","https://freetts.com/","https://topxai.cn/ai/freetts","文字转语音 / 音频工具箱 / 人声分离","107996"
"jianwai","网易见外","NetEase Jianwai","网易见外是网易自营的智能转写翻译平台，提供视频智能字幕、音频转写翻译、会议同传与文档翻译等能力，覆盖影视综艺、演讲课程、展会会议等场景，官方称累计翻译量已超过1亿字。","NetEase's transcription and translation platform covering smart video subtitles, audio transcription and translation, live meeting interpretation and document translation, with over 100M characters translated to date.","voice","语音生成与转换","Voice & Speech","https://sight.youdao.com/","https://topxai.cn/ai/jianwai","语音转写 / 字幕翻译 / 会议同传","5489"
"lanzao-ai","蓝藻AI","Lanzao AI","云知声推出的 AI 配音与声音克隆平台，官方称提供不同性别、口音与语种的 AI 发音人，支持文字转语音、AI 文案创作与专属声音克隆，可快速完成短视频、有声书配音。","Unisound's AI dubbing and voice cloning platform, offering voices across genders, accents and languages for text-to-speech, AI copywriting and custom voice clones — fast dubbed audio for short video and audiobooks.","voice","语音生成与转换","Voice & Speech","https://aigc.unisound.com/home","https://topxai.cn/ai/lanzao-ai","AI配音 / 声音克隆 / 文字转语音","745"
"minimax-yuyin","MiniMax 语音","MiniMax Speech","MiniMax 的语音与音乐生成平台，官方称由 Speech 2.6 与 Music 2.0 驱动，提供语音合成、音色设计、声音克隆与音乐创作，并支持人声提取与 API 接入。","MiniMax's speech and music platform, powered by Speech 2.6 and Music 2.0: speech synthesis, voice design, voice cloning and music creation, with vocal extraction and API access.","voice","语音生成与转换","Voice & Speech","https://www.minimax.cn/audio","https://topxai.cn/ai/minimax-yuyin","语音合成 / 声音克隆 / 音色设计","20110"
"moyin-gongfang","魔音工坊","Moyin Studio","在线 AI 配音平台，官方称提供 1500+ 声音风格、800+ 音色，覆盖 19 种语言与 15 种方言，支持逐句试听、多音字、停顿重读等近 20 项调音，并可克隆声音与云剪辑。","Online AI dubbing platform with 1500+ voice styles and 800+ timbres across 19 languages and 15 dialects, sentence-by-sentence preview, around 20 tuning controls including polyphone and stress, plus voice cloning and cloud editing.","voice","语音生成与转换","Voice & Speech","https://www.moyin.com/","https://topxai.cn/ai/moyin-gongfang","AI配音 / 声音克隆 / 有声书","38080"
"murf-ai","Murf AI","Murf AI","面向企业与开发者的 AI 语音平台，提供自然语音生成与对话式智能体部署，官网称被 1000 万以上开发者、企业与创作者使用，并提供 TTS API。","AI voice platform for enterprises and developers offering natural speech generation and conversational agent deployment, used by 10M+ developers, businesses and creators, with a TTS API.","voice","语音生成与转换","Voice & Speech","https://murf.ai/","https://topxai.cn/ai/murf-ai","AI配音 / 对话智能体 / 语音API","619888"
"naturalreader","NaturalReader","NaturalReader","老牌文字转语音工具，官网称全球超 1000 万用户，用 AI 语音把任意文本变成自然音频，分个人版、商业版与教育版，适合阅读辅助、无障碍与配音制作。","Long-running text-to-speech tool with 10M+ users worldwide, turning any text into natural audio across personal, commercial and education tiers — for reading support, accessibility and voiceover.","voice","语音生成与转换","Voice & Speech","https://www.naturalreaders.com/","https://topxai.cn/ai/naturalreader","文字转语音 / 无障碍朗读 / 配音生成","3216671"
"respeecher","Respeecher","Respeecher","面向影视与媒体制作的专业语音生成工具，官网强调服务真实制作流程、可免费测试并灵活集成，已开放文字转语音 API，适合高要求的声音替换项目。","Professional speech generation for film and media production, built for real production pipelines with free testing and flexible integration, and now a text-to-speech API.","voice","语音生成与转换","Voice & Speech","https://www.respeecher.com/","https://topxai.cn/ai/respeecher","影视配音 / 语音克隆 / 声音替换","64775"
"speechify","Speechify","Speechify","主打把任何文本读给你听的 TTS 助手，官网称覆盖网页、Chrome 插件与 iOS/Android/Mac/Windows，提供语音输入、配音与声音克隆等能力。","Text-to-speech assistant that reads anything aloud across the web, a Chrome extension and iOS, Android, Mac and Windows apps, with voice input, dubbing and voice cloning.","voice","语音生成与转换","Voice & Speech","https://speechify.com/","https://topxai.cn/ai/speechify","文字转语音 / 听书朗读 / 语音输入","5212107"
"speechma","Speechma","Speechma","在线文字转语音平台，官网称提供 580+ 优质 AI 音色、支持 60+ 语言，单次可处理较长文本并提供商用授权，同时开放 API 供开发者调用。","Online text-to-speech platform with 580+ AI voices across 60+ languages, long-form input, commercial licensing and an API for developers.","voice","语音生成与转换","Voice & Speech","https://speechma.com/","https://topxai.cn/ai/speechma","文字转语音 / 多语言配音 / 商用授权","1069313"
"topmediai","TopMediai","TopMediai","面向创作者的 AI 音视频一体化工坊，覆盖 AI 音乐、AI 视频分镜与文字转语音配音，官网主打「音乐、视频、配音一个平台搞定」，并提供 API。","Creator-focused AI audio and video workshop covering AI music, AI video storyboards and text-to-speech dubbing — music, video and voice from one platform, with an API.","voice","语音生成与转换","Voice & Speech","https://www.topmediai.com/","https://topxai.cn/ai/topmediai","AI配音 / AI音乐 / AI分镜","1397223"
"ttsfree","TTSFree","TTSFree","免费在线文字转语音工具，官网称支持 140+ 语言，可把文本转成自然语音并下载 MP3，同时提供语音转文字与付费套餐，适合轻量、临时的配音需求。","Free online text-to-speech tool supporting 140+ languages with MP3 download, plus speech-to-text and paid plans for lightweight, one-off voiceover needs.","voice","语音生成与转换","Voice & Speech","https://ttsfree.com/","https://topxai.cn/ai/ttsfree","免费TTS / 多语言配音 / 语音转文字","376117"
"ttsmaker","TTSMaker","TTSMaker","免费在线文字转语音工具（马克配音），官方称支持 50 多种语言与 300 多种语音风格，可在线试听并下载 MP3/WAV，每周有免费字符额度，并声明生成内容可商用。","Free online text-to-speech tool supporting 50+ languages and 300+ voice styles, with in-browser preview, MP3 and WAV download, weekly free character quotas and commercial use permitted.","voice","语音生成与转换","Voice & Speech","https://ttsmaker.cn/","https://topxai.cn/ai/ttsmaker","文字转语音 / 免费 / 多语种","102580"
"typecast","Typecast","Typecast","表现力见长的 AI 语音生成器，官网称提供 700+ AI 音色，可调节情绪、语速与力度，部分音色来自真实配音演员授权，面向创作者、开发者与企业。","Expressive AI voice generator with 700+ AI voices and control over emotion, pace and emphasis. Some voices are licensed from real voice actors; built for creators, developers and enterprises.","voice","语音生成与转换","Voice & Speech","https://typecast.ai/","https://topxai.cn/ai/typecast","AI配音 / 情感语音 / 语音克隆","1256616"
"typeless","Typeless","Typeless","Typeless 是一款 AI 语音输入工具，官方称说话后即被转成通顺的邮件与文档，可自动去口头语与重复、按应用切换语气，支持 100 多种语言与多端使用。","","voice","语音生成与转换","Voice & Speech","https://www.typeless.com","https://topxai.cn/ai/typeless","语音输入 / 语音转文字 / AI听写",""
"uberduck","Uberduck","Uberduck","面向音乐人与创作者的 AI 人声平台，提供 AI 演唱人声、文字转语音、语音转换与声音克隆，官网称可为代理机构、音乐人、市场人员与创作者产出拟真人声。","AI vocal platform for musicians and creators: AI singing vocals, text-to-speech, voice conversion and cloning, producing near-human voices for agencies, artists and marketers.","voice","语音生成与转换","Voice & Speech","https://uberduck.ai/","https://topxai.cn/ai/uberduck","AI人声 / 文字转语音 / 语音转换","158233"
"voicemaker","Voicemaker","Voicemaker","在线文字转语音工具，官网称提供 2000+ AI 音色、覆盖 130 种语言，可导出 MP3/WAV，适合 YouTube 短视频等场景，另有语音克隆、语音转语音与语音转文字。","Online text-to-speech tool with 2000+ AI voices across 130 languages and MP3 or WAV export, aimed at YouTube and short video, plus voice cloning and speech-to-text.","voice","语音生成与转换","Voice & Speech","https://voicemaker.in/","https://topxai.cn/ai/voicemaker","文字转语音 / 语音克隆 / 音频下载","607134"
